Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,Location_ratio
438,1198,4,2,2,1981,2,2,1,951011,1.7656635374791059
439,895,3,4,3,1911,2,3,1,587953,1.0916037499581528
440,4671,3,2,3,1976,2,2,0,594929,1.1045555127005966
441,4860,3,4,2,1940,3,4,0,475716,0.8534303204845689
442,3002,1,1,3,1901,2,3,0,610085,1.1326944054936698
443,2319,4,2,3,1936,4,2,0,790126,1.5225077028134122
444,1217,5,4,2,1944,1,4,1,358094,0.6680114656231543
445,3282,2,3,3,1979,1,2,0,992550,1.8515662932198298
446,4077,2,4,3,1947,4,3,0,965986,1.861375433550999
447,643,3,2,3,1923,3,2,0,676627,1.2138628876441246
448,3640,4,1,2,1998,4,3,1,687719,1.3251778512175743
449,4991,1,2,3,1921,1,3,0,282275,0.5265738506056394
450,3438,4,2,1,1999,4,2,0,452854,0.8726123469546185
451,4136,4,4,1,1910,3,4,1,857605,1.5385358280973707
452,3722,1,3,2,2018,1,1,1,718582,1.3404888520623564
453,1667,3,2,1,1957,3,4,1,231136,0.41465595135652644
454,3116,4,3,2,1945,4,4,1,218082,0.42022604602930996
455,1562,2,4,1,1928,2,2,1,303301,0.563113903604638
456,2656,1,3,1,1934,4,4,0,592383,1.141473234035733
457,3482,5,4,1,2011,3,4,1,173554,0.31135434974097753
458,3794,3,1,2,2017,4,1,1,444655,0.8568135494775488
459,1656,1,3,2,1914,2,4,1,962046,1.786151310108531
460,1232,5,3,3,1959,3,1,1,809277,1.451835821100805
461,4830,5,1,2,1994,4,2,1,528766,1.0188885164971622
462,1453,4,3,1,1941,3,1,1,972879,1.7453363703611124
463,3039,4,1,1,2004,3,3,1,663311,1.189974100746958
464,3824,4,2,2,1942,1,3,1,681469,1.2712558866296149
465,3801,1,4,2,1979,1,1,0,272310,0.5079845018454404
466,2042,1,1,2,1973,3,3,0,857032,1.5375078711364156
467,1691,3,3,3,1948,4,2,0,838898,1.6164873284447872
468,3493,4,1,1,1963,4,3,1,830637,1.6005690620759527
469,3181,5,3,3,1931,4,1,1,549344,1.0585406270573694
470,1717,2,2,3,1963,2,2,1,750457,1.3933114983380397
471,2040,3,1,1,2014,3,3,0,946366,1.6977722815202758
472,3736,1,2,1,1901,3,2,1,627564,1.1258442971112554
473,2886,3,4,2,1923,2,1,1,493333,0.9159306148248335
474,4219,3,3,2,1986,3,3,1,490187,0.8793911672244982
475,1888,3,3,3,1965,3,2,0,319072,0.5724123620346012
476,2356,3,2,2,1937,2,2,0,891741,1.6556218262198392
477,1865,2,4,2,1930,1,3,1,255719,0.4770345886211089
478,999,4,1,1,2014,3,2,0,746248,1.3387623493869631
479,2180,5,1,1,2003,2,2,1,800385,1.4860086901678469
480,1010,3,3,2,1925,4,1,1,749192,1.4436312574022192
481,4812,3,2,1,1928,1,1,0,166196,0.31003265494732035
482,1824,3,2,2,1966,4,1,0,59404,0.11446661365140236
483,1655,4,1,1,2021,3,1,0,476855,0.8554736764680378
484,2327,1,4,1,1977,1,1,0,783478,1.4615500038076528
485,3641,1,4,1,1924,2,1,1,503814,0.9353898214337145
486,3986,2,1,1,1947,3,3,1,687475,1.233324104245241
487,2310,1,1,2,1964,2,1,0,946881,1.7579957077591672
488,3423,3,2,3,1952,1,2,0,601972,1.1229570950200265
489,2714,3,4,1,1966,4,3,1,642879,1.2387748656252087
490,4686,3,1,2,2017,3,2,1,431965,0.7749414112372021
491,1213,2,1,2,1989,3,1,1,783082,1.4048422214634302
492,4102,3,3,1,1917,2,1,1,314826,0.584511418743208
493,4634,1,1,3,1908,1,2,0,161186,0.3006866803072203
494,4022,4,1,1,1937,2,2,0,817469,1.5177271412418019
495,4768,4,4,2,1986,1,2,0,596120,1.1120403996919097
496,1743,5,2,3,1920,3,4,1,591285,1.060760090154038
497,4209,1,4,2,2020,1,4,1,346784,0.6469130677829282
498,1581,3,2,1,1964,3,4,0,520098,0.9330512381828303
499,955,4,3,3,1920,1,4,0,90491,0.1688077028258079
500,1394,1,1,2,1926,4,3,0,113043,0.21782454728630188
501,1884,4,3,2,2005,1,1,1,948607,1.7695922086669518
502,2458,3,2,2,2022,4,2,0,178568,0.34408582362304924
503,3572,4,4,1,1969,1,1,1,426394,0.7954226568245187
504,2496,5,4,3,2018,1,2,0,647013,1.2069794590449265
505,4785,5,3,1,1943,2,1,0,178131,0.3307211079521589
506,1004,4,2,1,1999,2,3,0,95520,0.17734409076236154
507,1714,1,3,1,1927,3,4,1,375063,0.6728597236416347
508,2031,1,3,3,1944,2,1,1,684157,1.2702177669985864
509,3940,1,1,1,1916,1,2,1,638730,1.1915278207327609
510,1323,4,3,1,2022,2,1,1,835313,1.550856621513615
511,1428,1,1,1,1939,1,3,1,202842,0.3783944486920525
512,633,3,1,1,2021,4,3,1,417390,0.8042761408652419
513,2605,5,4,2,2015,1,1,0,752858,1.4044294961270412
514,4127,3,1,1,1902,3,4,1,421831,0.7567611043570663
515,2352,1,1,2,1975,4,2,0,572485,1.1031314274497186
516,4675,3,4,1,2002,3,3,1,697735,1.2517304540173144
517,3433,1,3,3,1975,3,3,0,635765,1.1405568189904731
518,3784,4,2,2,1965,3,1,0,574532,1.0307053554823473
519,4798,3,2,2,2019,2,3,1,915885,1.7004479958949485
520,3311,4,2,2,1945,3,3,0,500953,0.8987052765467343
521,1750,4,3,2,1985,4,2,1,227561,0.4384912980460368
522,4012,2,1,3,1986,1,4,1,964394,1.7990422888352673
523,1756,1,2,1,1929,3,2,1,907735,1.6284686072468872
524,3876,5,3,2,1968,4,4,1,340534,0.6561809610997011
525,3986,1,1,3,1908,3,2,0,584535,1.048650649514516
526,4084,5,4,2,1984,1,1,1,250123,0.4665954520769971
527,1896,1,2,1,1910,4,3,0,765079,1.4742441974581049
528,4137,4,1,2,1968,4,4,0,477894,0.9208623638866621
529,3830,3,2,3,1998,1,1,0,531018,0.990594962362609
530,3203,3,2,1,1990,4,3,1,257358,0.4959076620446032
531,970,2,2,3,2012,1,3,0,866015,1.6155198059773017
532,1853,5,1,1,1965,4,3,1,566456,1.0915140411844113
533,3283,5,3,1,1987,4,2,0,189148,0.3644726119274031
534,3331,5,1,1,1930,1,1,1,985510,1.8384334266596891
535,857,4,2,2,1932,1,1,1,196123,0.36586039607591825
536,3519,5,1,3,1938,4,3,1,447530,0.862353437603732
537,1167,3,4,3,1993,4,4,1,602958,1.1618503877520412
538,4968,4,3,3,1945,1,1,0,543973,1.0147620484828679
539,1645,1,1,1,1936,2,2,0,961352,1.7848628176568027
540,4685,5,4,2,2014,1,4,1,60236,0.11236808950520344
541,4219,5,3,1,1991,4,4,0,85568,0.16488248597608238
542,3245,1,4,3,1959,4,4,1,681615,1.313415946131584
543,1039,5,3,2,1930,4,4,1,305745,0.5891454243964719
544,3279,1,1,2,1910,1,1,0,422332,0.7878451420564376
545,4636,4,4,2,1986,4,3,1,535119,1.03113022406782
546,4275,3,2,3,2020,2,4,1,328496,0.6098913781309957
547,3008,1,4,2,1901,3,2,1,700009,1.2558099900194288
548,3279,2,3,2,2003,2,2,1,309291,0.5742350416245976
549,1424,1,1,1,2004,1,3,1,488866,0.9119619238337668
550,3456,5,3,1,1926,4,1,0,453562,0.8739766046218664
551,2081,4,4,2,1998,1,3,0,730516,1.3627512994385946
552,3824,4,4,2,1901,3,4,0,105904,0.18999084466487945
553,4985,1,2,1,2002,1,1,1,981539,1.8310256691156097
554,755,3,1,1,2000,4,1,1,958573,1.8470911933146876
555,2338,2,1,1,1920,3,4,1,328252,0.5888812013043512
556,2444,4,4,3,1957,3,2,1,572247,1.0266060855769685
557,509,5,1,3,1904,4,4,1,839285,1.6172330455595116
558,3371,5,2,1,1951,4,3,1,396300,0.7636374484891717
559,1297,3,3,2,1944,4,4,0,316320,0.6095225781127802
560,1515,4,1,1,1984,1,2,1,674747,1.2587162376214804
561,2324,1,4,3,1992,2,4,0,469136,0.8710060444293471
562,4969,5,3,2,1919,1,3,1,235922,0.4401039978127134
563,3636,3,3,3,1960,1,3,0,187901,0.350522551067754
564,2693,4,2,2,1937,2,2,1,173225,0.3216125431565125
565,723,4,4,3,1919,4,3,0,543406,1.0470985902944911
566,4658,4,1,2,2013,4,3,0,810135,1.5610633972540375
567,4425,4,4,2,1924,2,4,1,271738,0.5045134896941227
568,4500,4,3,2,1901,2,1,1,954890,1.7728653562402785
569,2133,5,4,2,2020,1,3,0,685181,1.2781804889976889
570,2652,3,1,3,1931,3,3,1,910359,1.633176040171051
571,1010,4,1,3,1925,2,2,1,528076,0.9804350719579651
572,884,2,2,2,1969,1,2,1,954610,1.7807905890590718
573,904,2,1,2,1940,3,4,0,292726,0.5251478697251426
574,2500,3,1,3,2020,4,4,1,352811,0.6798377285867099
575,3256,1,4,2,1966,4,3,0,771202,1.486042713978668
576,2168,1,4,2,1996,1,1,0,479059,0.8936673183855709
577,1960,1,3,2,1900,1,1,1,756168,1.4106041819671071
578,4136,2,2,1,1950,2,4,0,473759,0.879589186510528
579,3224,1,4,2,1904,4,2,1,515996,0.9942817786288636
580,4678,5,1,1,1912,1,3,1,56611,0.10560578250513102
581,2548,4,3,2,1918,4,3,0,400386,0.7715108338399835
582,4646,2,4,3,1911,4,1,0,921044,1.7747759023625047
583,1216,3,2,1,1947,2,4,0,883334,1.640013244027218
584,2323,3,2,1,1924,3,1,0,821812,1.4743235008661986
585,2581,4,3,2,1956,2,1,0,345187,0.6408801785802689
586,3919,2,3,2,2014,1,4,1,186343,0.3476161581557229
587,2074,1,3,1,1934,2,2,0,909299,1.6882203139250898
588,749,1,3,3,1975,2,3,1,389233,0.7226567470656016
589,1173,5,3,3,1993,4,2,1,895177,1.7249323245677295
590,2665,5,1,2,1904,2,4,0,540092,1.0027441862230462
591,1270,1,1,3,1997,1,4,0,240191,0.4480676636287987
592,4462,3,4,3,1921,3,3,0,716933,1.2861714971873206
593,4863,3,2,2,2002,2,2,0,726769,1.3493319461816449
594,2484,5,1,3,1976,2,3,0,922402,1.7125475712665807
595,1577,4,1,2,1956,3,1,1,336608,0.6038717918204765
596,735,1,1,1,1946,1,1,1,299220,0.558184138085978
597,888,5,4,2,1953,1,1,1,486056,0.9067199699937107
598,3537,5,3,1,1902,2,2,0,692811,1.2862849336805116
599,2348,1,4,1,2023,4,1,0,594950,1.146419631538311
600,3314,1,2,3,1952,2,3,1,854660,1.5867765976859287
601,3874,3,2,3,1983,3,2,0,635009,1.1392005616388468
602,3778,4,2,3,1930,3,3,0,712746,1.2786600560084054
603,1752,4,2,2,1968,3,4,0,843294,1.5128620199503782
604,4481,1,1,3,1987,2,2,1,614396,1.1406982829567827
605,2622,2,1,1,2003,2,3,0,141788,0.2632460630340632
606,2650,5,4,3,2017,1,3,1,518239,0.9667561979063537
607,1829,5,3,3,1932,4,2,0,294437,0.5673558400726879
608,1858,1,2,2,1971,2,4,0,811299,1.506271812096034
609,2982,2,4,2,1987,1,2,1,916572,1.7098320694263118
610,2517,3,1,1,1949,2,1,0,732561,1.3600854739632153
611,1831,1,1,2,1983,1,1,0,905010,1.688263574658081
612,4844,1,3,3,2023,1,4,0,99966,0.1864829742259972
613,4761,5,3,2,1915,4,3,1,235846,0.4544558104374897
614,1858,1,3,1,2013,2,3,0,322530,0.5988147989278105
615,3677,1,4,3,2015,1,3,0,651516,1.2153796434370163
616,2628,1,1,1,1975,3,2,0,196297,0.3521550917357403
617,2680,5,1,2,1976,3,2,0,459909,0.8250727014936172
618,637,3,3,2,2008,3,4,0,384341,0.6895043740495583
619,3972,3,2,1,2005,4,1,1,93021,0.1792438029167581
620,3332,1,3,3,1938,1,3,1,431059,0.804125046384612
621,4079,5,4,2,1988,4,1,0,199333,0.38409826777615963
622,3531,3,3,2,1945,2,2,0,470594,0.8737129925483957
623,4664,3,3,3,1995,2,2,1,953606,1.7704814595428449
624,3093,3,4,2,1987,1,2,0,826934,1.542615607392521
625,4800,5,3,1,2011,3,1,0,136755,0.2453372673567154
626,4318,5,1,2,1946,1,4,0,979441,1.827111925643568
627,4638,1,2,2,1943,1,4,0,116330,0.21700942712232413
628,4323,4,3,3,1908,1,2,0,752726,1.4041832548790385
629,4542,3,4,1,2003,4,3,0,908754,1.7510940849465777
630,2406,4,2,3,2013,2,1,0,938750,1.7428995519594523
631,1260,5,4,2,1986,1,2,0,619601,1.1558433598763789
632,3945,5,2,2,1949,1,1,1,284729,0.5311516992616885
633,1399,5,2,3,1976,1,1,1,807071,1.5055618959601242
634,4955,4,3,3,1959,4,4,0,339176,0.6535642069865336
635,3447,5,1,3,2022,4,2,0,535179,1.0312458391243664
636,2219,1,3,1,1995,4,4,0,198430,0.3823582611751358
637,780,5,4,2,2013,1,2,0,898142,1.6754515679059436
638,3766,2,4,3,1914,3,1,1,407470,0.7309975966497811
639,2387,4,2,2,1935,3,4,1,398301,0.7145484912832957
640,3766,2,2,1,2012,3,1,1,492037,0.8827100509553302
641,1166,5,1,1,1962,2,2,1,78365,0.1454938198554487
642,4688,1,3,1,1968,1,3,0,325333,0.6068969995184997
643,1171,3,4,1,1985,3,4,0,519965,0.9328126373524517
644,2469,5,2,2,1979,3,4,0,581536,1.0432704698881565
645,4656,1,1,1,1940,3,1,1,54369,0.09753750787113641
646,3622,4,4,1,1973,1,1,0,506979,0.9457510732661287
647,4400,2,2,3,1923,3,3,0,975554,1.7501352968367747
648,1023,2,4,1,1981,3,4,1,865037,1.5518687707392858
649,2893,2,1,3,1948,1,2,1,886048,1.652890646289702
650,3617,4,1,1,1917,2,2,1,497695,0.9240291797735921
651,3093,1,4,1,1906,4,4,1,415863,0.8013337376761352
652,2468,4,3,3,1903,3,4,1,221955,0.3981853180955707
653,2253,2,4,1,1989,4,4,0,607343,1.1702999214679763
654,2796,5,2,2,1968,2,3,0,774091,1.4371907931566918
655,2761,3,3,2,1959,2,2,1,428824,0.7961620851871747
656,2786,4,2,1,1954,3,2,0,319594,0.5733488254440576
657,4702,4,4,2,1915,1,1,0,183997,0.343239779611676
658,3378,1,3,3,1998,2,1,0,523267,0.9715065990467822
659,4643,1,2,1,1989,4,4,0,100272,0.1932158825003942
660,4144,4,4,1,1981,4,1,1,55310,0.1065778129597176
661,4932,2,4,3,1928,4,3,0,81817,0.15765461802432137
662,2555,3,3,3,1922,4,2,0,558350,1.0758944470449887
663,1776,1,4,3,2016,2,2,0,536160,0.9954439667414966
664,3266,2,1,1,1913,3,1,1,487744,0.8750084467085941
665,802,5,2,3,1978,3,4,0,790176,1.4175687950777665
666,1138,1,2,3,1948,4,1,1,132641,0.2555882785895842
667,555,2,4,2,1932,3,4,1,789443,1.4162537995238746
668,1025,2,4,2,1924,4,3,1,781670,1.5062136875108019
669,4623,3,1,1,1920,4,2,1,589745,1.1363900253829082
670,2625,3,3,2,1916,1,3,0,92311,0.17220284730584426
671,3787,5,4,2,1922,2,2,1,971484,1.8036740648050882
672,864,2,4,3,1956,2,3,1,201958,0.3749587299223724
673,2146,2,4,3,2006,4,1,1,520328,1.0026291857115157
674,1418,3,4,2,1980,2,3,1,494093,0.9173416440226916
675,3297,1,2,2,1957,3,3,1,697861,1.251956496909252
676,2031,1,4,2,1913,4,1,0,409571,0.7892095720796329
677,3845,4,2,1,1992,1,2,1,872613,1.6278281374494337
678,2406,3,4,1,1919,3,2,0,214334,0.3845133111157489
679,3586,4,3,1,1929,1,1,0,968451,1.8066104762833484
680,2575,3,1,2,1918,1,3,1,443238,0.8268445324408553
681,1213,5,3,2,1952,2,3,0,837560,1.555028440734124
682,1562,2,4,1,2002,2,3,0,653810,1.213874999804644
683,2476,5,4,1,1955,4,4,0,213394,0.41119265627781554
684,1796,3,4,2,1976,2,2,1,98929,0.18367329936170085
685,625,2,3,3,1981,1,3,1,655984,1.2237145365891056
686,4096,1,4,1,1922,1,2,1,427389,0.7972787935045387
687,3783,1,3,2,1961,3,3,1,846240,1.5181471180428272
688,2103,4,2,2,2009,1,1,1,669436,1.2488087583173744
689,566,3,1,3,1932,4,1,1,496098,0.9559399720428491
690,732,3,1,2,2002,4,2,1,858157,1.653597834678582
691,2656,1,3,2,2003,2,2,0,384678,0.7141998549652817
692,1669,5,2,1,1917,2,1,0,352094,0.6537038347244862
693,2658,2,3,1,1972,2,4,1,794314,1.4747371661412734
694,4706,5,2,3,1932,4,1,0,133576,0.2573899465540994
695,1993,5,4,3,1931,1,3,1,70557,0.13162154344940963
696,4507,1,2,2,1960,2,4,1,596113,1.1067537476614702
697,2972,1,2,1,1953,3,1,1,321142,0.5761259238307214
698,3160,1,2,3,1916,2,4,0,86080,0.15981762283107287
699,3239,4,1,3,1918,4,4,1,833103,1.605320840900011
700,2261,5,2,3,1990,2,4,1,238869,0.4434883335041304
701,4014,3,4,2,1969,1,2,1,721162,1.3453017491824077
702,2475,2,4,1,1998,2,1,1,978671,1.8170175738116743
703,2862,4,4,3,2019,4,2,0,543844,1.04794258020728
704,1376,3,2,1,2000,4,2,1,616695,1.1883204549483466
705,4312,5,3,3,1933,3,3,0,170283,0.3054862045066255
706,3948,1,3,3,1983,4,3,0,63338,0.12204710752562996
707,1812,5,4,1,1924,3,4,1,650577,1.167129416731599
708,1960,2,1,1,1967,1,4,1,514736,0.9602214775142838
709,3209,4,3,1,1973,4,3,0,724255,1.3955797129839138
710,2824,4,2,2,1973,2,3,0,228982,0.4251319576104174
711,2233,2,3,3,1987,1,1,0,967461,1.8047636669233285
712,2105,3,4,2,1984,2,4,0,159367,0.2958835397039915
713,3063,3,1,1,1910,2,4,1,378042,0.7018793421271428
714,3921,4,3,3,1990,2,3,0,970958,1.8026974840707812
715,4017,4,3,2,1915,1,1,0,691774,1.2904794931498207
716,2897,1,4,3,1989,1,3,0,398684,0.7437306493839652
717,4235,3,1,2,1960,4,3,0,544775,1.0497365405013588
718,3370,2,1,1,1993,2,2,1,788497,1.463937222925563
719,1660,3,4,2,2012,3,4,1,493853,0.885967938985163
720,742,1,2,3,1979,4,1,1,830343,1.6000025482988753
721,3090,4,3,3,1906,1,2,0,710709,1.325802053990199
722,1563,4,2,3,1915,3,4,0,961848,1.7255468533693246
723,4824,1,3,3,1998,1,3,1,876395,1.6348833222975092
724,3095,2,3,1,2021,3,1,1,450966,0.809029038139655
725,1419,4,2,2,1915,4,4,0,407073,0.7843961318920832
726,505,5,4,1,1939,3,3,1,727823,1.3057080614190828
727,967,4,4,1,1911,4,2,0,649223,1.2509992309373845
728,4670,5,3,1,1934,1,1,0,764152,1.4254980465432667
729,503,1,4,3,2012,3,4,0,850118,1.5251042159391333
730,1145,1,3,3,1920,2,2,0,549555,1.0203133563537437
731,617,4,4,3,1949,2,3,0,113528,0.21077805628213336
732,3428,3,3,2,1942,1,3,0,674099,1.2575074169494675
733,3051,5,4,3,1999,3,4,1,558907,1.0026742428908613
734,4789,2,1,2,2011,2,3,1,334931,0.6218387108786485
735,1346,4,2,3,1916,4,1,1,982280,1.8927726290737914
736,3262,2,1,3,1931,3,4,0,427757,0.7673922962429638
737,1641,4,2,1,1940,3,2,1,762787,1.368433169940601
738,2310,3,2,1,1905,2,4,0,834429,1.5492153717624222
739,1223,3,3,1,1987,4,4,0,154887,0.2984544877217823
740,724,3,2,2,1926,4,2,0,111086,0.21405356952527915
741,4708,3,1,2,1919,4,3,0,938663,1.808726263717364
742,2548,1,1,3,1924,3,2,1,305494,0.5480535494415006
743,4915,1,4,2,1965,1,1,1,558889,1.0425873095071658
744,2073,5,1,3,1908,3,3,1,637596,1.143841616888394
745,2328,2,4,2,1991,3,4,0,327941,0.5883232700393303
746,2417,4,2,2,1952,2,3,1,317446,0.5893757562410868
747,4734,4,1,2,1960,1,3,1,506388,0.9446485840421169
748,2526,1,2,1,1937,4,1,1,612347,1.1799422171839484
749,4244,4,1,2,1902,2,3,0,181980,0.3378672281923634
750,1401,1,1,1,1983,3,3,1,765612,1.3735011950971416
751,2539,5,4,1,1969,1,3,0,523875,0.9772699530104663
752,509,2,2,2,2002,4,4,1,193949,0.3737237433687266
753,760,5,1,3,1996,4,3,0,326383,0.6289131500132257
754,2173,3,3,3,1954,3,2,1,77313,0.13869884209827602
755,2719,3,2,3,1900,4,3,1,92103,0.17747489255159773
756,2560,3,2,2,2000,4,1,1,229480,0.4421890529379135
757,4213,5,2,3,1969,1,3,0,526467,0.982105235698518
758,2119,4,4,1,1944,2,3,1,138771,0.2576446484420401
759,820,2,3,3,1997,1,4,1,176228,0.3287469897955208
760,1842,3,2,2,1946,2,2,0,141665,0.2630176990980941
761,2876,3,1,3,1978,2,3,0,846966,1.572491783674982
762,3332,3,1,1,2008,2,2,0,879492,1.6328801201085728
763,3324,2,4,2,1925,4,1,0,853621,1.644857336403672
764,2494,3,1,3,2020,1,4,1,964863,1.7999171914512766
765,3458,2,2,2,1913,4,2,1,660355,1.2724496777619656
766,2538,3,1,2,2021,3,4,0,847399,1.5202263538504133
767,3990,5,2,2,1953,1,3,1,787351,1.4687749458797301
768,4177,5,1,3,1970,2,1,0,901995,1.6746595806867284
769,1618,2,3,2,1945,4,4,1,320804,0.6181628766720167
770,2104,5,4,3,2021,4,3,0,430815,0.8301450097675056
771,4527,2,4,1,1930,1,2,1,534091,0.9963275332346704
772,735,5,3,3,1987,1,1,0,179909,0.3356137627795943
773,2469,5,3,1,1958,2,1,0,483039,0.8968185956633202
774,4929,2,4,3,1994,2,2,1,499058,0.9265597492429085
775,2408,4,3,2,1928,3,2,1,190688,0.342092595062099
776,875,5,2,3,2005,2,1,1,125976,0.2338892292491547
777,4030,3,1,2,1995,4,4,0,807496,1.5559782616836038
778,3135,4,4,1,1916,3,1,1,229810,0.41227711901756253
779,2070,2,3,3,1913,3,2,0,325251,0.5834974336955799
780,3060,4,2,2,2003,3,4,1,766764,1.3755678729662866
781,3891,1,4,1,1935,1,3,1,668470,1.2470067200933552
782,3465,1,3,1,1957,2,1,0,817441,1.517675155955565
783,4143,5,4,3,2011,3,2,0,928219,1.6652167231076231
784,4350,5,3,1,1923,1,3,1,852386,1.5900953971210294
785,1372,3,4,2,2008,1,1,0,329087,0.6138999513745748
786,1752,4,2,1,1962,3,1,0,90725,0.16275985215120475
787,1814,1,2,1,2017,3,4,1,881866,1.5820598487426214
788,3398,5,1,2,1990,4,2,0,922183,1.7769706615192777
789,577,4,4,1,1924,3,3,1,584398,1.0484048727193138
790,3121,5,1,1,1958,4,1,1,548864,1.057615706604998
791,4727,5,4,1,1931,3,4,0,328606,0.5895162741912239
792,1100,1,3,1,2015,3,3,1,391376,0.702125102182749
793,1565,1,3,2,1981,2,3,0,759441,1.4099913487506135
794,2636,5,1,1,2009,3,1,1,496015,0.8898465479722217
795,2949,2,4,2,1917,3,3,0,640855,1.1496882342282757
796,2843,5,1,1,1936,4,1,0,532517,1.0261163844489232
797,2363,5,2,1,1925,4,4,0,756584,1.4578750323687395
798,1818,3,1,1,1908,2,4,0,439569,0.8161114387805747
799,4097,3,1,1,2023,3,3,0,892495,1.6011281812696554
800,4262,3,3,2,1998,3,1,1,163394,0.29312739908948965
801,2690,2,1,2,1963,4,2,1,891672,1.718178478347809
802,1492,2,4,2,1971,1,4,0,917784,1.712093011794336
803,3212,5,3,3,1919,1,1,1,198940,0.37111540816397454
804,2692,3,1,1,1953,1,1,0,393133,0.7333754587198542
805,1748,2,2,1,2005,4,1,0,72222,0.13916584356493805
806,3554,1,1,2,1985,4,3,1,129794,0.2501023441564561
807,4533,5,1,3,1982,1,2,1,638212,1.1905615103807505
808,2497,4,1,1,1929,1,3,0,674142,1.2575876319014685
809,4187,5,3,2,1952,3,4,0,914945,1.6414032838411026
810,2651,4,4,1,1991,4,3,0,834326,1.607677461135949
811,4518,3,2,1,1998,4,1,0,891081,1.7170396700408266
812,3610,4,1,2,2006,1,3,0,415130,0.7744100703282937
813,2470,3,4,2,1962,1,1,0,818103,1.5261416948083446
814,697,1,4,1,1910,2,2,1,920181,1.7084240240975774
815,3126,4,3,1,1930,4,3,0,283127,0.5455624019136859
816,1702,5,2,2,1948,2,3,0,554434,1.0293717924805188
817,2535,3,3,1,2011,3,3,1,191295,0.343181547724053
818,977,5,4,1,2002,2,1,0,229238,0.42560725165601165
819,1754,2,4,2,1999,1,1,0,89369,0.16671465221778548
820,1422,3,4,1,1993,4,3,1,922811,1.778180765777797
821,919,4,3,1,1986,4,3,0,905824,1.7454482163518936
822,2704,3,2,3,1918,2,2,1,849093,1.5764408088116189
823,3097,5,1,2,1911,2,2,0,720951,1.338530146348569
824,1620,1,3,3,1914,3,4,1,383862,0.6886450522619537
825,3568,3,4,3,1930,3,2,1,760595,1.3645007412173664
826,1450,4,3,3,1942,1,2,1,320114,0.5971611429023954
827,2836,2,4,1,2000,1,2,0,97922,0.18266996580995634
828,2743,1,1,1,1936,1,1,0,543614,1.0140923469068606
829,3145,2,1,3,1978,2,2,1,867187,1.6100344434248326
830,2357,3,2,3,1928,2,2,1,695214,1.2907463852100545
831,2365,5,4,3,2013,4,3,0,69416,0.13375891275378335
832,3412,5,2,1,2006,1,1,0,63672,0.11877782380927208
833,3353,4,2,3,1925,2,4,0,526684,0.9778506605850463
834,3728,5,1,3,2007,4,4,0,178145,0.3432707374743969
835,4219,1,3,2,1901,1,2,0,752356,1.403493033199031
836,3728,5,3,2,1983,3,4,1,910527,1.6334774306936346
837,2871,4,2,1,1914,3,4,0,50064,0.08981437572993016
838,3391,3,1,2,2015,2,4,1,118835,0.22063112464138643
839,4256,3,4,2,1903,4,2,0,251457,0.48453692123326175
840,4725,5,3,2,1985,3,4,1,973143,1.745809984039458
841,594,2,2,1,1949,4,2,1,297795,0.5738264294040698
842,3174,3,3,2,1937,4,3,0,454271,0.8753427892067235
843,2455,5,3,1,1922,3,3,1,399738,0.7171264566461095
844,1293,4,4,3,1958,4,4,1,996931,1.9210038989648206
845,2334,5,1,2,1989,3,3,1,691204,1.2400138974518746
846,2616,3,4,1,2014,2,2,1,956740,1.7763000983666433
847,4606,4,1,2,1974,1,3,0,918948,1.7142644118903594
848,3825,5,3,3,1927,1,4,1,901098,1.6809658794900026
849,3419,1,2,1,2019,2,2,0,245346,0.45551364418113854
850,3097,4,4,1,1965,3,1,1,954726,1.7127700480012247
851,3705,1,1,1,2022,3,2,0,323010,0.5794770994032586
852,1314,2,3,3,1907,3,3,0,53889,0.09667639209232595
853,845,4,1,3,1928,3,1,0,168194,0.30173855687759416
854,2849,1,1,3,1910,2,2,1,174714,0.3243770464138948
855,862,3,1,1,2000,1,1,0,605623,1.1297679040840996
856,2943,3,3,3,1917,4,1,0,100547,0.19374578484289867
857,2765,2,2,2,1954,4,1,1,207234,0.39932284380571537
858,2688,4,2,3,1949,1,2,0,794809,1.4826875763918792
859,3505,4,2,1,1913,2,3,1,730047,1.3554179379060904
860,3781,4,1,2,2017,4,2,1,935188,1.8020302250257165
861,1484,2,3,3,1973,1,3,0,323139,0.6028041715024559
862,2139,4,1,2,1998,2,2,1,499704,0.9277591240610878
863,1327,3,2,2,1908,4,2,1,52631,0.10141560068491949
864,3230,1,2,1,1998,3,2,1,187039,0.33554632115193367
865,4031,3,3,2,1910,3,3,0,924726,1.6589503118255713
866,4951,3,1,2,1962,2,2,1,399422,0.7415738214037266
867,3435,1,4,1,2007,3,1,1,638759,1.1459280286608033
868,4376,3,4,1,1975,2,2,1,349260,0.6484421811103684
869,626,2,2,1,1966,1,1,0,928548,1.7321728662905511
870,3677,1,3,2,1952,1,4,1,477443,0.8906527285615387
871,3556,3,1,2,1938,4,4,0,707302,1.3629126787567198
872,1103,5,1,2,1977,2,3,1,621952,1.1547268837712759
873,3949,3,2,1,1955,4,3,0,733429,1.413257255129863
874,4646,2,2,3,1927,4,4,0,137342,0.264646718269997
875,4033,4,1,2,1974,1,2,0,64407,0.12014893984928676
876,3867,3,1,3,1938,4,2,1,163926,0.315871895990502
